food_id,food_name,changes,pairing_group,pairing_role,is_recommendable_food,exclusion_reason
FD0272,daun lompong tales,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0273,daun mangkokan,main_ingredient:other->sayuran; food_category:sayuran->snack_dessert; recommendation_item_type:vegetable->snack; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0274,daun matel ambon segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0275,daun melinjo,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0276,daun mengkudu kukus,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0277,daun ndusuk segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0278,daun oyong,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0279,daun oyong segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0280,daun pakis,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0281,daun pakis longgiho segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0282,daun pakis segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0283,daun pakis wambateu segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0284,daun paku segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0285,daun pangisegar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0286,daun pare segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0287,daun pepaya segar,main_ingredient:buah->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0288,daun pete cina,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0289,daun poh-pohan,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0291,daun selasih segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0292,daun semanggi,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0293,daun semanggi segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0294,daun simpur segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0295,daun singkil segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0296,daun singkong,main_ingredient:singkong->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0297,daun singkong ambon segar,main_ingredient:singkong->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0298,daun singkong ampenan segar,main_ingredient:singkong->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0299,daun singkong kopang segar,main_ingredient:singkong->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0300,daun singkong lodeh,main_ingredient:singkong->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0301,daun singkong rebus,main_ingredient:singkong->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0302,daun singkong segar,main_ingredient:singkong->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0303,daun sintrong,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0304,daun talas rebus,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0305,daun talas segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0306,daun tales,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0307,daun tales rebus,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0308,daun tespong segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0309,daun ubi jalar,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0310,daun ubi jalar kukus,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0311,daun ubi kuning segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0312,daun ubi merah kukus,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0313,daun ubi merah segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0314,daun ubi putih segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0315,daun ubi tinta segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0316,deblo,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0317,dendeng belut goreng,main_ingredient:other->sapi; suitable_breakfast:False->True,traditional_protein,protein,True,
FD0318,dendeng daging sapi,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0319,dendeng mujahir goreng,main_ingredient:other->ikan; food_category:gorengan->lauk_hewani; suitable_breakfast:False->True,traditional_protein,protein,True,
FD0320,dideh darah ayam,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,not_normal_serving_food|protein_not_ready_as_dish
FD0321,dideh darah sapi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,not_normal_serving_food|protein_not_ready_as_dish
FD0322,djibokum masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0323,dodol,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0324,dodol bali,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0325,dodol banjarmasin,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0326,dodol galamai,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0327,dodol kedondong,food_category:buah->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0328,dodol manado,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0329,dodonkol,main_ingredient:other->sayuran; food_category:lainnya->sayuran; recommendation_item_type:local_food_or_menu->vegetable; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0333,duku,main_ingredient:other->buah; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0334,durian,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0335,duwet segar,main_ingredient:other->buah; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0336,eceng gondok,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0337,embacang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0338,empal daging goreng masakan,main_ingredient:other->sapi; food_category:gorengan->lauk_hewani; suitable_breakfast:False->True,traditional_protein,protein,True,
FD0339,empal goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0340,emping kerupuk melinjo,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0342,emping komak,food_category:gorengan->snack_dessert; recommendation_item_type:menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0344,enting-enting gepuk hello kity,food_category:lainnya->snack_dessert; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0345,enting-enting gepuk kacang tanah,food_category:lauk_nabati->snack_dessert; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0346,enting-enting wijen,food_category:lainnya->snack_dessert; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0347,erbis,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0348,es krim,food_category:lainnya->minuman; recommendation_item_type:snack->drink; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,dairy_pairing,dairy,True,
FD0349,es krim coconut milk,food_category:lainnya->minuman; recommendation_item_type:snack->drink; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,dairy_pairing,dairy,True,
FD0350,es mambo,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0351,es sirup,recommendation_item_type:drink->ingredient; ingredient_only_flag:False->True; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,invalid,invalid,False,ingredient_only|not_ready_to_eat
FD0352,fillet o-fish,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0354,gado-gado,suitable_breakfast:False->True; suitable_dinner:False->True,complete_menu,complete,True,
FD0355,gadung kukus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0357,gadung ubi kukus,main_ingredient:other->singkong,savory_staple,staple,True,
FD0359,gambas oyong,main_ingredient:other->sayuran; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0360,gambas lodeh,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0361,gandaria,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0362,ganyong kukus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0364,ganyong rebus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0366,gaplek,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0368,gatot,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0369,geblek,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0370,gelatine,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0371,gembili,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0373,gemblong,suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0374,gendar goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0375,genjer segar,main_ingredient:other->sayuran; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0376,geplak,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0378,gete kuah asam masakan,suitable_breakfast:False->True,complete_menu,complete,True,
FD0379,getuk goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0380,getuk lindri,suitable_breakfast:False->True,savory_staple,staple,True,
FD0381,getuk pisang,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0383,ginjal babi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0384,ginjal domba,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0385,ginjal sapi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0386,gudeg,main_ingredient:other->sayuran; food_category:lainnya->sayuran; recommendation_item_type:local_food_or_menu->vegetable; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0387,gudeg sayur,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0392,gulai asam keueung masakan,suitable_breakfast:False->True,complete_menu,complete,True,
FD0393,gulai ikan masakan,food_category:lauk_hewani->berkuah; suitable_breakfast:False->True,complete_menu,complete,True,
FD0394,gulai ikan paya masakan,food_category:lauk_hewani->berkuah; suitable_breakfast:False->True,complete_menu,complete,True,
FD0395,gulai kambing,food_category:lauk_hewani->berkuah; suitable_breakfast:False->True,complete_menu,complete,True,
FD0396,gulai keumamah masakan,suitable_breakfast:False->True,complete_menu,complete,True,
FD0397,gulai pakis,main_ingredient:other->sayuran; food_category:sayuran->berkuah; suitable_breakfast:False->True,complete_menu,complete,True,
FD0398,gulai pliek,suitable_breakfast:False->True,complete_menu,complete,True,
FD0399,gulai tiram masakan,suitable_breakfast:False->True,complete_menu,complete,True,
FD0400,gurame asem manis masakan,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0401,gurandil,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0402,ham,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0403,hangop,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0404,hati babi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0405,hati sapi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0406,havermout,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0408,ikan asar merah masakan,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0409,ikan asin bilis goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0410,ikan asin gabus goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0411,ikan asin japuh goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0413,ikan asin pari goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0414,ikan asin pepetek goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0415,ikan asin sirinding goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0416,ikan asin teri goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0417,ikan bader tawes,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0420,ikan bandeng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0421,ikan bandeng presto masakan,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0424,ikan baung bakar,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0426,ikan bawal,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0427,ikan bekasang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0428,ikan belida bakar,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0432,ikan beunteur,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0445,ikan ekor kuning,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0449,ikan gete goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0457,ikan katombo asin,food_category:lauk_hewani->snack_dessert; recommendation_item_type:protein_dish->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0460,ikan kembung,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0462,ikan lais bakar,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0463,ikan layang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0466,ikan lele goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0467,ikan lemuru,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0471,ikan mas,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0472,ikan mas goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0473,ikan mas pepes,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0475,ikan mujair dendeng goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0477,ikan mujair goreng,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0478,ikan mujair pepes,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0482,ikan papuyu bakar,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0484,ikan patin bakar,recommendation_item_type:menu->ingredient; ingredient_only_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,invalid,invalid,False,ingredient_only|not_ready_to_eat
FD0487,ikan pepetek,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0496,ikan sanggang masakan,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0511,ikan tembang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0524,intip goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0526,jagung grontol,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0527,jagung kuning giling,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0528,jagung kuning muda,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0529,jagung kuning pipil baru,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0531,jagung kuning pipil lama,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0532,jagung kuning pipil rebus,food_category:sayuran->karbohidrat_pokok,savory_staple,staple,True,
FD0533,jagung kuning segar,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,savory_staple,staple,False,raw_item_requires_preparation
FD0535,jagung muda,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0537,jagung muda rebus,food_category:sayuran->karbohidrat_pokok,savory_staple,staple,True,
FD0538,jagung pipil var harapan kering,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0539,jagung pipil var metro kering,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0540,jagung putih giling,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0541,jagung putih muda,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0542,jagung putih pipil baru,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0543,jagung putih pipil lama,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0544,jagung putih segar,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,savory_staple,staple,False,raw_item_requires_preparation
FD0545,jagung rebus,food_category:sayuran->karbohidrat_pokok,savory_staple,staple,True,
FD0546,jagung sayur tumis,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0547,jagung titi,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0549,jali,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0550,jam selai,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0551,jambal goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0552,jambu air,recommendation_item_type:drink->fruit; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0553,jambu biji,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0554,jambu biji putih tidak berbiji,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0555,jambu bol,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0556,jambu monyet buah,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0558,jamur coklat kulat siau,food_category:sayuran->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0559,jamur encik,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0560,jamur kuping kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0561,jamur kuping segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0562,jamur merang segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0563,jamur putih kulat putih,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0564,jamur sagu,is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0565,jamur tiram segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0566,jangang bintatoeng masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
