food_id,food_name,food_name_clean,calories_100g,protein_100g,fat_100g,carbohydrate_100g,image_url,source,zero_calorie_flag,calorie_inconsistent_flag,calorie_macro_diff,cooking_category,main_ingredient,meal_time,contains_gluten,contains_dairy,contains_nuts,contains_peanut,contains_seafood,contains_egg,contains_soy,contains_celery,contains_mustard,contains_sesame,contains_sulfite,contains_other,contains_unknown,confidence,allergen_sources,label_sources,allergen_match_count,merge_status,food_category,food_category_source,base_ingredient,base_ingredient_tags,recipe_reference_match,recipe_reference_source,recipe_reference_title,recipe_ingredients_reference,suitable_breakfast,suitable_lunch,suitable_dinner,meal_time_tags,primary_meal_time,feature_rule_version,context_correction_notes,menu_reference_match,menu_reference_source,menu_reference_title,menu_reference_category,menu_reference_meal_time,ingredient_only_flag,raw_ingredient_flag,is_recommendable_food,recommendation_item_type,recommendation_confidence,recommendation_exclusion_reason,halal_status,is_halal_candidate,contains_non_halal_ingredient,non_halal_ingredient_tags,halal_review_reason,halal_confidence,halal_rule_version,menu_ready_rule_version,pairing_group,pairing_role,pairing_notes,pairing_suitability_notes,cleaning_action,cleaning_reason,meal_template_role,meal_combo_valid,image_url_status,image_url_source,image_url_rule_version
FD0165,ikan asin bilis goreng,ikan asin bilis goreng,380.0,33.6,27.5,0.0,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,-1.9,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0166,ikan asin gabus goreng,ikan asin gabus goreng,456.0,46.5,24.4,0.0,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg,indonesian_food_nutrition_dataset,0,1,50.4,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0167,ikan asin japuh goreng,ikan asin japuh goreng,348.0,18.7,29.5,0.0,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,7.7,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0168,ikan asin pari goreng,ikan asin pari goreng,430.0,58.2,23.6,0.0,https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,-15.2,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0169,ikan asin pepetek goreng,ikan asin pepetek goreng,652.0,40.4,54.3,0.0,https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,1.7,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0170,ikan asin sirinding goreng,ikan asin sirinding goreng,319.0,6.9,31.7,0.0,https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg,indonesian_food_nutrition_dataset,0,0,6.1,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0171,ikan asin teri goreng,ikan asin teri goreng,430.0,33.4,32.4,0.0,https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,4.8,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0172,ikan bandeng presto masakan,ikan bandeng presto masakan,296.0,17.1,20.3,11.3,https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg,indonesian_food_nutrition_dataset,0,0,-0.3,olahan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,2,exact_name,lauk_hewani,keyword,ikan,ikan,True,indonesian_food_recipes,bandeng presto,bandeng bersihkan bumbu halus kunyit bawang merah bawang putih jahe ketumbar garam bumbu cemplung lengkuas daun salam serai daun jeruk air kocokan telur,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0173,ikan baung bakar,ikan baung bakar,144.0,17.8,5.8,5.2,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,indonesian_food_nutrition_dataset,0,0,-0.2,bakar,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0174,ikan belida bakar,ikan belida bakar,128.0,18.0,3.0,7.2,https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG,indonesian_food_nutrition_dataset,0,0,0.2,bakar,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0175,ikan gete goreng,ikan gete goreng,267.0,23.1,19.4,0.2,https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg,indonesian_food_nutrition_dataset,0,0,-0.8,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0176,ikan katombo asin,ikan katombo asin,162.0,31.7,2.8,0.3,https://img-global.cpcdn.com/recipes/4e1636ada1bc35e0/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,8.8,other,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,snack_dessert,keyword,ikan,ikan,False,,,,False,False,False,,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,snack,medium,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_snack,snack,savory_snack_not_main_meal,snack_not_combo_component,keep,,snack,False,ok,original,google_image_refresh_v1
FD0177,ikan lais bakar,ikan lais bakar,147.0,17.5,6.5,5.4,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,indonesian_food_nutrition_dataset,0,0,-3.1,bakar,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0178,ikan lele goreng,ikan lele goreng,252.0,19.9,19.1,0.0,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,indonesian_food_nutrition_dataset,0,0,0.5,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,True,indonesian_food_recipes,lele goreng,lele bersihkan bumbu halus bawang putih biji ketumbar garam halus kunyit,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0179,ikan mas goreng,ikan mas goreng,188.0,19.3,12.2,0.0,https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg,indonesian_food_nutrition_dataset,0,0,1.0,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,True,indonesian_food_recipes,ikan mas goreng,ikan mas bawang putih jahe kunyit ketumbar garam minyak,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0180,ikan mas pepes,ikan mas pepes,209.0,15.2,11.3,11.8,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg,indonesian_food_nutrition_dataset,0,0,-0.7,rebus_kukus,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0181,ikan mujair dendeng goreng,ikan mujair dendeng goreng,598.0,74.3,26.9,9.2,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,21.9,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0182,ikan mujair goreng,ikan mujair goreng,416.0,46.9,23.9,0.0,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,indonesian_food_nutrition_dataset,0,0,13.3,gorengan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,orang_a_cooking_category,ikan,ikan,True,indonesian_food_recipes,ikan mujair goreng,ikan mujair bumbu halus bawang putih biji ketumbar kunyit,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0183,ikan mujair pepes,ikan mujair pepes,121.0,21.7,2.8,0.8,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg,indonesian_food_nutrition_dataset,0,0,5.8,rebus_kukus,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0184,ikan papuyu bakar,ikan papuyu bakar,152.0,17.6,6.1,6.7,https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,-0.1,bakar,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0185,ikan patin bakar,ikan patin bakar,144.0,17.5,6.3,4.3,https://awsimages.detik.net.id/community/media/visual/2022/05/16/resep-ikan-patin-bakar-bumbu-kecap-pedas_43.jpeg?w=1200,indonesian_food_nutrition_dataset,0,0,0.1,bakar,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,True,indonesian_food_recipes,ikan patin bakar,patin segar bawang putih bawang merah kemiri kunyit kaldu jamur garam kecap manis kalo suka manis minyak goreng jeruk nipis,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0186,ikan sanggang masakan,ikan sanggang masakan,240.0,21.7,7.7,20.7,https://img-global.cpcdn.com/recipes/fafa134ca5a95acb/680x482cq70/ikan-bakar-kelabau-ala-mamak-tya-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,1.1,olahan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,lauk_hewani,keyword,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ikan,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0187,intip goreng,intip goreng,474.0,7.6,21.6,62.3,https://img-global.cpcdn.com/recipes/4dece0e171a7ee52/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,0.0,gorengan,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,gorengan,orang_a_cooking_category,unknown,,False,,,,False,False,False,,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_snack,side,unclear_food_context,unclear_food_context,keep,diselamatkan_ada_konteks_masak,side,False,ok,original,google_image_refresh_v1
FD0188,jagung grontol,jagung grontol,156.0,2.7,1.3,33.3,https://img-global.cpcdn.com/recipes/763fb46246f99eb2/680x482cq70/grontol-jagung-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,0.3,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0189,jagung kuning giling,jagung kuning giling,361.0,8.7,4.5,72.4,https://i0.wp.com/hobiternak.com/wp-content/uploads/2018/10/Jagung-Giling.jpg?ssl=1,indonesian_food_nutrition_dataset,0,0,-3.9,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0190,jagung kuning muda,jagung kuning muda,129.0,4.1,1.3,30.3,https://asset.kompas.com/crops/HUdXp3hvaVaonEfuXn7HIdFl66A=/100x98:900x632/750x500/data/photo/2023/04/25/6447c89e49faa.jpg,indonesian_food_nutrition_dataset,0,0,-20.3,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0191,jagung kuning pipil baru,jagung kuning pipil baru,307.0,7.9,3.4,63.6,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519,indonesian_food_nutrition_dataset,0,0,-9.6,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0192,jagung kuning pipil lama,jagung kuning pipil lama,355.0,9.2,3.9,73.7,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519,indonesian_food_nutrition_dataset,0,0,-11.7,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0193,jagung kuning pipil rebus,jagung kuning pipil rebus,154.0,3.8,3.5,28.4,https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2021/11/13/webpnet-resizeimage-2021-11-1-20211113101409.jpg,indonesian_food_nutrition_dataset,0,0,-6.3,rebus_kukus,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0194,jagung muda,jagung muda,35.0,2.2,0.1,7.4,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/30/92010621-b054-4943-a591-999d1a51d8f6.jpg,indonesian_food_nutrition_dataset,0,0,-4.3,other,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,staple,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0195,jagung muda rebus,jagung muda rebus,142.0,5.0,0.7,30.3,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,-5.5,rebus_kukus,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
FD0196,jagung pipil var harapan kering,jagung pipil var harapan kering,367.0,6.2,5.1,76.2,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,indonesian_food_nutrition_dataset,0,0,-8.5,olahan,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0197,jagung pipil var metro kering,jagung pipil var metro kering,368.0,5.5,4.6,78.0,https://cdn.antaranews.com/cache/800x533/2011/05/20110519103631tanaman.gif,indonesian_food_nutrition_dataset,0,0,-7.4,olahan,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_pokok,keyword,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_staple,staple,needs_traditional_protein_and_vegetable,main_meal_component,keep,,staple,True,ok,original,google_image_refresh_v1
